id	id_documento	token	classificacao
16817	22	e	O
16818	22	apre	O
16819	22	##ensão	O
16820	22	em	O
16821	22	dois	O
16822	22	endereço	O
16823	22	##s	O
16824	22	que	O
16825	22	seriam	O
16826	22	de	O
16827	22	Jair	B-PESSOA
16828	22	Rena	I-PESSOA
16829	22	##n	I-PESSOA
16830	22	Bols	I-PESSOA
16831	22	##ona	I-PESSOA
16832	22	##ro	I-PESSOA
16833	22	,	O
16834	22	filho	O
16835	22	do	O
16836	22	ex	O
16837	22	-	O
16838	22	presidente	O
16839	22	Jair	B-PESSOA
16840	22	Bols	I-PESSOA
16841	22	##ona	I-PESSOA
16842	22	##ro	I-PESSOA
16843	22	,	O
16844	22	na	O
16845	22	manhã	O
16846	22	desta	O
16847	22	quinta	B-TEMPO
16848	22	-	I-TEMPO
16849	22	feira	I-TEMPO
16850	22	(	O
16851	22	24	B-TEMPO
16852	22	/	I-TEMPO
16853	22	6	I-TEMPO
16854	22	)	O
16855	22	,	O
16856	22	segundo	O
16857	22	a	O
16858	22	imprensa	O
16859	22	brasileira	O
16860	22	[SEP]	O
16861	22	[CLS]	O
16862	22	Em	O
16863	22	nota	O
16864	22	,	O
16865	22	a	O
16866	22	polícia	B-ORGANIZACAO
16867	22	civil	I-ORGANIZACAO
16868	22	do	I-ORGANIZACAO
16869	22	Distrito	I-ORGANIZACAO
16870	22	Federal	I-ORGANIZACAO
16871	22	deu	O
16872	22	detalhes	O
16873	22	sobre	O
16874	22	a	O
16875	22	operação	O
16876	22	,	O
16877	22	batizada	O
16878	22	Operação	O
16879	22	Ne	B-OPERACAO
16880	22	##xu	B-OPERACAO
16881	22	##m	B-OPERACAO
16882	22	,	O
16883	22	mas	O
16884	22	não	O
16885	22	citou	O
16886	22	os	O
16887	22	nomes	O
16888	22	dos	O
16889	22	alvos	O
16890	22	da	O
16891	22	empre	O
16892	22	##itada	O
16893	22	[SEP]	O
16894	22	[CLS]	O
16895	22	Segundo	O
16896	22	a	O
16897	22	TV	B-ORGANIZACAO
16898	22	Globo	I-ORGANIZACAO
16899	22	,	O
16900	22	a	O
16901	22	polícia	B-ORGANIZACAO
16902	22	civil	I-ORGANIZACAO
16903	22	do	I-ORGANIZACAO
16904	22	Distrito	I-ORGANIZACAO
16905	22	Federal	I-ORGANIZACAO
16906	22	cump	O
16907	22	##re	O
16908	22	mandado	O
16909	22	##s	O
16910	22	de	O
16911	22	busca	O
16912	22	e	O
16913	22	apre	O
16914	22	##ensão	O
16915	22	em	O
16916	22	dois	O
16917	22	imóveis	O
16918	22	ligados	O
16919	22	a	O
16920	22	Jair	B-PESSOA
16921	22	Rena	I-PESSOA
16922	22	##n	I-PESSOA
16923	22	,	O
16924	22	conhecido	O
16925	22	como	O
16926	22	""""	O
16927	22	filho	O
16928	22	04	O
16929	22	""""	O
16930	22	do	O
16931	22	ex	O
16932	22	-	O
16933	22	presidente	O
16934	22	,	O
16935	22	em	O
16936	22	Brasília	B-LOCAL
16937	22	e	O
16938	22	em	O
16939	22	Bal	B-LOCAL
16940	22	##ne	B-LOCAL
16941	22	##ário	B-LOCAL
16942	22	Cambo	I-LOCAL
16943	22	##ri	I-LOCAL
16944	22	##ú	I-LOCAL
16945	22	(	O
16946	22	SC	B-LOCAL
16947	22	)	O
16948	22	[SEP]	O
16949	22	[CLS]	O
16950	22	A	O
16951	22	defesa	O
16952	22	de	O
16953	22	Jair	B-PESSOA
16954	22	Rena	I-PESSOA
16955	22	##n	I-PESSOA
16956	22	confirmou	O
16957	22	que	O
16958	22	houve	O
16959	22	mandado	O
16960	22	de	O
16961	22	busca	O
16962	22	e	O
16963	22	apre	O
16964	22	##ensão	O
16965	22	na	O
16966	22	residência	O
16967	22	de	O
16968	22	Jair	B-PESSOA
16969	22	Rena	I-PESSOA
16970	22	##n	I-PESSOA
16971	22	em	O
16972	22	Bal	B-LOCAL
16973	22	##ne	B-LOCAL
16974	22	##ário	B-LOCAL
16975	22	Cambo	I-LOCAL
16976	22	##ri	I-LOCAL
16977	22	##ú	I-LOCAL
16978	22	[SEP]	O
16979	22	[CLS]	O
16980	22	E	O
16981	22	incluiu	O
16982	22	que	O
16983	22	foram	O
16984	22	apre	O
16985	22	##end	O
16986	22	##idos	O
16987	22	um	O
16988	22	aparelho	O
16989	22	celular	O
16990	22	,	O
16991	22	um	O
16992	22	HD	O
16993	22	e	O
16994	22	papéis	O
16995	22	com	O
16996	22	ano	O
16997	22	##tações	O
16998	22	particulares	O
16999	22	[SEP]	O
17000	22	[CLS]	O
17001	22	Esc	O
17002	22	##lare	O
17003	22	##ceu	O
17004	22	,	O
17005	22	ainda	O
17006	22	,	O
17007	22	que	O
17008	22	não	O
17009	22	houve	O
17010	22	condução	O
17011	22	de	O
17012	22	Rena	B-PESSOA
17013	22	##n	B-PESSOA
17014	22	""""	O
17015	22	para	O
17016	22	depoimento	O
17017	22	ou	O
17018	22	qualquer	O
17019	22	outra	O
17020	22	medida	O
17021	22	""""	O
17022	22	[SEP]	O
17023	22	[CLS]	O
17024	22	Dis	O
17025	22	##se	O
17026	22	,	O
17027	22	ainda	O
17028	22	,	O
17029	22	que	O
17030	22	""""	O
17031	22	Rena	B-PESSOA
17032	22	##n	B-PESSOA
17033	22	informou	O
17034	22	estar	O
17035	22	sur	O
17036	22	##pres	O
17037	22	##o	O
17038	22	,	O
17039	22	mas	O
17040	22	absolutamente	O
17041	22	tranquil	O
17042	22	##o	O
17043	22	com	O
17044	22	o	O
17045	22	ocorrido	O
17046	22	""""	O
17047	22	[SEP]	O
17048	22	[CLS]	O
17049	22	Em	O
17050	22	nota	O
17051	22	,	O
17052	22	a	O
17053	22	polícia	B-ORGANIZACAO
17054	22	civil	I-ORGANIZACAO
17055	22	do	I-ORGANIZACAO
17056	22	Distrito	I-ORGANIZACAO
17057	22	Federal	I-ORGANIZACAO
17058	22	disse	O
17059	22	que	O
17060	22	cumpri	O
17061	22	##u	O
17062	22	no	O
17063	22	total	O
17064	22	dois	O
17065	22	mandado	O
17066	22	##s	O
17067	22	de	O
17068	22	prisão	O
17069	22	prevent	O
17070	22	##iva	O
17071	22	e	O
17072	22	cinco	O
17073	22	mandado	O
17074	22	##s	O
17075	22	de	O
17076	22	busca	O
17077	22	e	O
17078	22	apre	O
17079	22	##ensão	O
17080	22	[SEP]	O
17081	22	[CLS]	O
17082	22	“	O
17083	22	O	O
17084	22	principal	O
17085	22	alvo	O
17086	22	da	O
17087	22	operação	O
17088	22	e	O
17089	22	mentor	O
17090	22	do	O
17091	22	esquema	O
17092	22	colecion	O
17093	22	##a	O
17094	22	registros	O
17095	22	crimin	O
17096	22	##ais	O
17097	22	por	O
17098	22	fals	O
17099	22	##ificação	O
17100	22	de	O
17101	22	documentos	O
17102	22	,	O
17103	22	este	O
17104	22	##lio	O
17105	22	##na	O
17106	22	##to	O
17107	22	,	O
17108	22	organização	O
17109	22	crimin	O
17110	22	##osa	O
17111	22	,	O
17112	22	pecul	O
17113	22	##ato	O
17114	22	,	O
17115	22	lavagem	O
17116	22	de	O
17117	22	dinheiro	O
17118	22	,	O
17119	22	corrupção	O
17120	22	ativa	O
17121	22	,	O
17122	22	uso	O
17123	22	de	O
17124	22	documento	O
17125	22	falso	O
17126	22	e	O
17127	22	disp	O
17128	22	##ar	O
17129	22	##o	O
17130	22	de	O
17131	22	arma	O
17132	22	de	O
17133	22	fogo	O
17134	22	e	O
17135	22	,	O
17136	22	no	O
17137	22	ano	O
17138	22	de	O
17139	22	202	B-TEMPO
17140	22	##3	I-TEMPO
17141	22	,	O
17142	22	já	O
17143	22	foi	O
17144	22	alvo	O
17145	22	de	O
17146	22	duas	O
17147	22	operações	O
17148	22	da	O
17149	22	PC	B-ORGANIZACAO
17150	22	##DF	B-ORGANIZACAO
17151	22	”	O
17152	22	,	O
17153	22	informou	O
17154	22	a	O
17155	22	corporação	O
17156	22	[SEP]	O
17157	22	[CLS]	O
17158	22	Segundo	O
17159	22	a	O
17160	22	TV	B-ORGANIZACAO
17161	22	Globo	I-ORGANIZACAO
17162	22	,	O
17163	22	este	O
17164	22	seria	O
17165	22	o	O
17166	22	instru	O
17167	22	##tor	O
17168	22	de	O
17169	22	tiro	O
17170	22	e	O
17171	22	amigo	O
17172	22	de	O
17173	22	Jair	B-PESSOA
17174	22	Rena	I-PESSOA
17175	22	##n	I-PESSOA
17176	22	,	O
17177	22	Maci	B-PESSOA
17178	22	##el	B-PESSOA
17179	22	Carvalho	I-PESSOA
17180	22	,	O
17181	22	que	O
17182	22	já	O
17183	22	havia	O
17184	22	sido	O
17185	22	preso	O
17186	22	em	O
17187	22	janeiro	B-TEMPO
17188	22	e	O
17189	22	foi	O
17190	22	alvo	O
17191	22	destas	O
17192	22	operações	O
17193	22	policiais	O
17194	22	neste	O
17195	22	ano	O
17196	22	[SEP]	O
17197	22	[CLS]	O
17198	22	A	O
17199	22	BBC	B-ORGANIZACAO
17200	22	News	I-ORGANIZACAO
17201	22	Brasil	I-ORGANIZACAO
17202	22	ainda	O
17203	22	não	O
17204	22	confirmou	O
17205	22	as	O
17206	22	informações	O
17207	22	publicadas	O
17208	22	por	O
17209	22	veículos	O
17210	22	nacionais	O
17211	22	sobre	O
17212	22	Maci	B-PESSOA
17213	22	##el	B-PESSOA
17214	22	Carvalho	I-PESSOA
17215	22	[SEP]	O
17216	22	[CLS]	O
17217	22	As	O
17218	22	duas	O
17219	22	operações	O
17220	22	que	O
17221	22	deram	O
17222	22	origem	O
17223	22	aos	O
17224	22	mandado	O
17225	22	##s	O
17226	22	desta	O
17227	22	quinta	B-TEMPO
17228	22	-	I-TEMPO
17229	22	feira	I-TEMPO
17230	22	são	O
17231	22	:	O
17232	22	Operação	O
17233	22	Su	B-OPERACAO
17234	22	##cc	B-OPERACAO
17235	22	##eder	B-OPERACAO
17236	22	##e	B-OPERACAO
17237	22	,	O
17238	22	que	O
17239	22	investi	O
17240	22	##gou	O
17241	22	""""	O
17242	22	crimes	O
17243	22	tribu	O
17244	22	##tários	O
17245	22	praticado	O
17246	22	##s	O
17247	22	por	O
17248	22	uma	O
17249	22	organização	O
17250	22	crimin	O
17251	22	##osa	O
17252	22	especializada	O
17253	22	em	O
17254	22	emissão	O
17255	22	il	O
17256	22	##íci	O
17257	22	##ta	O
17258	22	de	O
17259	22	notas	O
17260	22	fiscais	O
17261	22	""""	O
17262	22	Operação	O
17263	22	Fal	B-OPERACAO
17264	22	##so	B-OPERACAO
17265	22	Co	I-OPERACAO
17266	22	##ach	I-OPERACAO
17267	22	,	O
17268	22	que	O
17269	22	ap	O
17270	22	##urou	O
17271	22	""""	O
17272	22	uso	O
17273	22	de	O
17274	22	documentos	O
17275	22	falso	O
17276	22	##s	O
17277	22	para	O
17278	22	o	O
17279	22	registro	O
17280	22	e	O
17281	22	comércio	O
17282	22	de	O
17283	22	armas	O
17284	22	de	O
17285	22	fogo	O
17286	22	e	O
17287	22	a	O
17288	22	promoção	O
17289	22	de	O
17290	22	cursos	O
17291	22	e	O
17292	22	treinamentos	O
17293	22	de	O
17294	22	tiro	O
17295	22	por	O
17296	22	meio	O
17297	22	de	O
17298	22	uma	O
17299	22	empresa	O
17300	22	em	O
17301	22	nome	O
17302	22	de	O
17303	22	um	O
17304	22	laranja	O
17305	22	""""	O
17306	22	,	O
17307	22	segundo	O
17308	22	a	O
17309	22	polícia	B-ORGANIZACAO
17310	22	civil	I-ORGANIZACAO
17311	22	do	I-ORGANIZACAO
17312	22	D	I-ORGANIZACAO
17313	22	##F	I-ORGANIZACAO
17314	22	Ainda	O
17315	22	de	O
17316	22	acordo	O
17317	22	com	O
17318	22	nota	O
17319	22	enviada	O
17320	22	pela	O
17321	22	polícia	B-ORGANIZACAO
17322	22	civil	I-ORGANIZACAO
17323	22	,	O
17324	22	a	O
17325	22	nova	O
17326	22	investigação	O
17327	22	identificou	O
17328	22	""""	O
17329	22	um	O
17330	22	esquema	O
17331	22	de	O
17332	22	fraude	O
17333	22	##s	O
17334	22	com	O
17335	22	crimes	O
17336	22	de	O
17337	22	este	O
17338	22	##lio	O
17339	22	##na	O
17340	22	##to	O
17341	22	,	O
17342	22	fals	O
17343	22	##ificação	O
17344	22	de	O
17345	22	documentos	O
17346	22	,	O
17347	22	son	O
17348	22	##e	O
17349	22	##gação	O
17350	22	fiscal	O
17351	22	e	O
17352	22	lavagem	O
17353	22	de	O
17354	22	dinheiro	O
17355	22	,	O
17356	22	com	O
17357	22	o	O
17358	22	objetivo	O
17359	22	final	O
17360	22	de	O
17361	22	blind	O
17362	22	##ar	O
17363	22	o	O
17364	22	patrimônio	O
17365	22	dos	O
17366	22	envolvidos	O
17367	22	""""	O
17368	22	[SEP]	O
17369	22	[CLS]	O
17370	22	A	O
17371	22	polícia	O
17372	22	diz	O
17373	22	que	O
17374	22	o	O
17375	22	grupo	O
17376	22	investi	O
17377	22	##gado	O
17378	22	teria	O
17379	22	criado	O
17380	22	um	O
17381	22	“	O
17382	22	testa	O
17383	22	de	O
17384	22	ferro	O
17385	22	”	O
17386	22	ou	O
17387	22	“	O
17388	22	laranja	O
17389	22	”	O
17390	22	para	O
17391	22	""""	O
17392	22	ocul	O
17393	22	##tar	O
17394	22	o	O
17395	22	verdadeiro	O
17396	22	proprietário	O
17397	22	das	O
17398	22	empresas	O
17399	22	de	O
17400	22	fachada	O
17401	22	ou	O
17402	22	empresas	O
17403	22	“	O
17404	22	fantasma	O
17405	22	##s	O
17406	22	”	O
17407	22	,	O
17408	22	utilizadas	O
17409	22	pelo	O
17410	22	alvo	O
17411	22	principal	O
17412	22	e	O
17413	22	seus	O
17414	22	compar	O
17415	22	##sas	O
17416	22	""""	O
17417	22	[SEP]	O
17418	22	[CLS]	O
17419	22	Participa	O
17420	22	##m	O
17421	22	da	O
17422	22	operação	O
17423	22	35	O
17424	22	policiais	O
17425	22	das	O
17426	22	polícia	O
17427	22	##s	O
17428	22	civis	O
17429	22	do	O
17430	22	Distrito	B-LOCAL
17431	22	Federal	I-LOCAL
17432	22	e	O
17433	22	do	O
17434	22	Estado	B-LOCAL
17435	22	de	I-LOCAL
17436	22	Santa	I-LOCAL
17437	22	Catarina	I-LOCAL
17438	22	[SEP]	O
17439	23	[CLS]	O
17440	23	Na	O
17441	23	noite	O
17442	23	de	O
17443	23	quarta	B-TEMPO
17444	23	-	I-TEMPO
17445	23	feira	I-TEMPO
17446	23	(	O
17447	23	17	B-TEMPO
17448	23	/	I-TEMPO
17449	23	8	I-TEMPO
17450	23	)	O
17451	23	,	O
17452	23	agentes	O
17453	23	do	O
17454	23	setor	O
17455	23	de	O
17456	23	inteligência	O
17457	23	da	O
17458	23	Polícia	B-ORGANIZACAO
17459	23	Federal	I-ORGANIZACAO
17460	23	encontraram	O
17461	23	Freder	B-PESSOA
17462	23	##ick	B-PESSOA
17463	23	Wa	I-PESSOA
17464	23	##s	I-PESSOA
17465	23	##se	I-PESSOA
17466	23	##f	I-PESSOA
17467	23	jan	O
17468	23	##tando	O
17469	23	em	O
17470	23	uma	O
17471	23	chu	O
17472	23	##r	O
17473	23	##ras	O
17474	23	##caria	O
17475	23	,	O
17476	23	num	O
17477	23	sho	B-LOCAL
17478	23	##pping	B-LOCAL
17479	23	cente	I-LOCAL
17480	23	##r	I-LOCAL
17481	23	de	I-LOCAL
17482	23	São	I-LOCAL
17483	23	Paulo	I-LOCAL
17484	23	.	O
17485	23	[SEP]	O
17486	23	[CLS]	O
17487	23	Alv	O
17488	23	##o	O
17489	23	de	O
17490	23	busca	O
17491	23	pessoal	O
17492	23	autor	O
17493	23	##izada	O
17494	23	pela	O
17495	23	Justiça	O
17496	23	,	O
17497	23	o	O
17498	23	braço	O
17499	23	direito	O
17500	23	do	O
17501	23	ex	O
17502	23	-	O
17503	23	presidente	O
17504	23	Jair	B-PESSOA
17505	23	Bols	I-PESSOA
17506	23	##ona	I-PESSOA
17507	23	##ro	I-PESSOA
17508	23	,	O
17509	23	descrito	O
17510	23	como	O
17511	23	""""	O
17512	23	anjo	O
17513	23	""""	O
17514	23	por	O
17515	23	membros	O
17516	23	do	O
17517	23	entorno	O
17518	23	do	O
17519	23	ex	O
17520	23	-	O
17521	23	presidente	O
17522	23	,	O
17523	23	foi	O
17524	23	aborda	O
17525	23	##do	O
17526	23	,	O
17527	23	teve	O
17528	23	aparelhos	O
17529	23	de	O
17530	23	celular	O
17531	23	apre	O
17532	23	##end	O
17533	23	##idos	O
17534	23	—	O
17535	23	quatro	O
17536	23	,	O
17537	23	segundo	O
17538	23	o	O
17539	23	portal	B-ORGANIZACAO
17540	23	G	I-ORGANIZACAO
17541	23	##1	I-ORGANIZACAO
17542	23	—	O
17543	23	e	O
17544	23	o	O
17545	23	carro	O
17546	23	revista	O
17547	23	##do	O
17548	23	.	O
17549	23	[SEP]	O
17550	23	[CLS]	O
17551	23	Quase	O
17552	23	três	B-TEMPO
17553	23	anos	I-TEMPO
17554	23	[SEP]	O
17555	23	[CLS]	O
17556	23	após	O
17557	23	virar	O
17558	23	notícia	O
17559	23	por	O
17560	23	abrigar	O
17561	23	José	B-PESSOA
17562	23	Carlos	I-PESSOA
17563	23	de	I-PESSOA
17564	23	Queiroz	I-PESSOA
17565	23	—	O
17566	23	ex	O
17567	23	-	O
17568	23	chefe	O
17569	23	de	O
17570	23	gabinete	O
17571	23	do	O
17572	23	senador	O
17573	23	Flávio	B-PESSOA
17574	23	Bols	I-PESSOA
17575	23	##ona	I-PESSOA
17576	23	##ro	I-PESSOA
17577	23	(	O
17578	23	Republicano	B-ORGANIZACAO
17579	23	##s	B-ORGANIZACAO
17580	23	-	I-ORGANIZACAO
17581	23	RJ	I-ORGANIZACAO
17582	23	)	O
17583	23	e	O
17584	23	pi	O
17585	23	##v	O
17586	23	##ô	O
17587	23	do	O
17588	23	escândalo	O
17589	23	das	O
17590	23	""""	O
17591	23	ra	O
17592	23	##cha	O
17593	23	##din	O
17594	23	##has	O
17595	23	""""	O
17596	23	—	O
17597	23	,	O
17598	23	Wa	B-PESSOA
17599	23	##s	B-PESSOA
17600	23	##se	B-PESSOA
17601	23	##f	B-PESSOA
17602	23	volta	O
17603	23	à	O
17604	23	ton	O
17605	23	##a	O
17606	23	após	O
17607	23	assumir	O
17608	23	ter	O
17609	23	pago	O
17610	23	US	O
17611	23	$	O
17612	23	50	O
17613	23	mil	O
17614	23	(	O
17615	23	cerca	O
17616	23	de	O
17617	23	R	O
17618	23	$	O
17619	23	300	O
17620	23	mil	O
17621	23	)	O
17622	23	para	O
17623	23	recomp	O
17624	23	##rar	O
17625	23	um	O
17626	23	relógio	O
17627	23	Rol	B-ORGANIZACAO
17628	23	##ex	B-ORGANIZACAO
17629	23	de	O
17630	23	luxo	O
17631	23	vendido	O
17632	23	irregular	O
17633	23	##mente	O
17634	23	,	O
17635	23	segundo	O
17636	23	a	O
17637	23	Polícia	B-ORGANIZACAO
17638	23	Federal	I-ORGANIZACAO
17639	23	,	O
17640	23	por	O
17641	23	assessor	O
17642	23	##es	O
17643	23	de	O
17644	23	Bols	B-PESSOA
17645	23	##ona	B-PESSOA
17646	23	##ro	B-PESSOA
17647	23	nos	O
17648	23	Estados	B-LOCAL
17649	23	Unidos	I-LOCAL
17650	23	.	O
17651	23	[SEP]	O
17652	23	[CLS]	O
17653	23	A	O
17654	23	P	B-ORGANIZACAO
17655	23	##F	B-ORGANIZACAO
17656	23	def	O
17657	23	##la	O
17658	23	##grou	O
17659	23	na	O
17660	23	última	O
17661	23	sexta	B-TEMPO
17662	23	-	I-TEMPO
17663	23	feira	I-TEMPO
17664	23	(	O
17665	23	11	B-TEMPO
17666	23	/	I-TEMPO
17667	23	8	I-TEMPO
17668	23	)	O
17669	23	uma	O
17670	23	operação	O
17671	23	contra	O
17672	23	pessoas	O
17673	23	próximas	O
17674	23	ao	O
17675	23	ex	O
17676	23	-	O
17677	23	presidente	O
17678	23	,	O
17679	23	incluindo	O
17680	23	militares	O
17681	23	e	O
17682	23	o	O
17683	23	advogado	O
17684	23	Wa	B-PESSOA
17685	23	##s	B-PESSOA
17686	23	##se	B-PESSOA
17687	23	##f	B-PESSOA
17688	23	,	O
17689	23	sob	O
17690	23	suspeita	O
17691	23	de	O
17692	23	participação	O
17693	23	em	O
17694	23	um	O
17695	23	esquema	O
17696	23	de	O
17697	23	venda	O
17698	23	de	O
17699	23	presentes	O
17700	23	recebidos	O
17701	23	por	O
17702	23	Bols	B-PESSOA
17703	23	##ona	B-PESSOA
17704	23	##ro	B-PESSOA
17705	23	em	O
17706	23	compromissos	O
17707	23	oficiais	O
17708	23	.	O
17709	23	[SEP]	O
17710	23	[CLS]	O
17711	23	O	O
17712	23	dinheiro	O
17713	23	obtido	O
17714	23	ilegal	O
17715	23	##mente	O
17716	23	com	O
17717	23	as	O
17718	23	vendas	O
17719	23	,	O
17720	23	segundo	O
17721	23	a	O
17722	23	P	B-ORGANIZACAO
17723	23	##F	B-ORGANIZACAO
17724	23	,	O
17725	23	iria	O
17726	23	para	O
17727	23	Bols	B-PESSOA
17728	23	##ona	B-PESSOA
17729	23	##ro	B-PESSOA
17730	23	—	O
17731	23	que	O
17732	23	nega	O
17733	23	qualquer	O
17734	23	envolvimento	O
17735	23	.	O
17736	23	[SEP]	O
17737	23	[CLS]	O
17738	23	Naquele	O
17739	23	dia	O
17740	23	,	O
17741	23	Wa	B-PESSOA
17742	23	##s	B-PESSOA
17743	23	##se	B-PESSOA
17744	23	##f	B-PESSOA
17745	23	não	O
17746	23	foi	O
17747	23	localizado	O
17748	23	pela	O
17749	23	polícia	O
17750	23	,	O
17751	23	que	O
17752	23	cumpri	O
17753	23	##a	O
17754	23	mandado	O
17755	23	##s	O
17756	23	de	O
17757	23	busca	O
17758	23	e	O
17759	23	apre	O
17760	23	##ensão	O
17761	23	.	O
17762	23	[SEP]	O
17763	23	[CLS]	O
17764	23	A	O
17765	23	investigação	O
17766	23	mira	O
17767	23	suposto	O
17768	23	##s	O
17769	23	crimes	O
17770	23	de	O
17771	23	pecul	O
17772	23	##ato	O
17773	23	e	O
17774	23	lavagem	O
17775	23	de	O
17776	23	capitais	O
17777	23	.	O
17778	23	An	B-PESSOA
17779	23	##jo	I-PESSOA
17780	23	não	O
17781	23	se	O
17782	23	elegeu	O
17783	23	[SEP]	O
17784	23	[CLS]	O
17785	23	Nascido	O
17786	23	em	O
17787	23	São	B-LOCAL
17788	23	Paulo	I-LOCAL
17789	23	,	O
17790	23	o	O
17791	23	criminal	O
17792	23	##ista	O
17793	23	Wa	B-PESSOA
17794	23	##s	B-PESSOA
17795	23	##se	B-PESSOA
17796	23	##f	B-PESSOA
17797	23	foi	O
17798	23	advogado	O
17799	23	de	O
17800	23	Jair	B-PESSOA
17801	23	Bols	I-PESSOA
17802	23	##ona	I-PESSOA
17803	23	##ro	I-PESSOA
17804	23	e	O
17805	23	de	O
17806	23	seu	O
17807	23	filho	O
17808	23	,	O
17809	23	Fla	B-PESSOA
17810	23	##vio	B-PESSOA
17811	23	Bols	I-PESSOA
17812	23	##ona	I-PESSOA
17813	23	##ro	I-PESSOA
17814	23	.	O
17815	23	[SEP]	O
17816	23	[CLS]	O
17817	23	Am	O
17818	23	##igo	O
17819	23	ínt	O
17820	23	##imo	O
17821	23	da	O
17822	23	família	O
17823	23	,	O
17824	23	é	O
17825	23	considerado	O
17826	23	um	O
17827	23	dos	O
17828	23	conselheiros	O
17829	23	mais	O
17830	23	influentes	O
17831	23	do	O
17832	23	ex	O
17833	23	-	O
17834	23	presidente	O
17835	23	em	O
17836	23	assuntos	O
17837	23	jurídico	O
17838	23	##s	O
17839	23	—	O
17840	23	mais	O
17841	23	até	O
17842	23	que	O
17843	23	alguns	O
17844	23	ministros	O
17845	23	que	O
17846	23	despa	O
17847	23	##char	O
17848	23	##am	O
17849	23	no	O
17850	23	Palácio	B-LOCAL
17851	23	do	I-LOCAL
17852	23	Planalto	I-LOCAL
17853	23	em	O
17854	23	seu	O
17855	23	mandato	O
17856	23	.	O
17857	23	[SEP]	O
17858	23	[CLS]	O
17859	23	Era	O
17860	23	tratado	O
17861	23	por	O
17862	23	Queiroz	B-PESSOA
17863	23	e	O
17864	23	familiares	O
17865	23	de	O
17866	23	Bols	B-PESSOA
17867	23	##ona	B-PESSOA
17868	23	##ro	B-PESSOA
17869	23	como	O
17870	23	""""	O
17871	23	anjo	O
17872	23	""""	O
17873	23	—	O
17874	23	nome	O
17875	23	que	O
17876	23	usou	O
17877	23	em	O
17878	23	campanha	O
17879	23	para	O
17880	23	deputado	O
17881	23	federal	O
17882	23	nas	O
17883	23	últimas	O
17884	23	eleições	O
17885	23	.	O
17886	23	[SEP]	O
17887	23	[CLS]	O
17888	23	Em	O
17889	23	sua	O
17890	23	primeira	O
17891	23	publicação	O
17892	23	no	O
17893	23	Insta	B-ORGANIZACAO
17894	23	##gram	B-ORGANIZACAO
17895	23	,	O
17896	23	quando	O
17897	23	anunciou	O
17898	23	sua	O
17899	23	candidatura	O
17900	23	,	O
17901	23	Wa	B-PESSOA
17902	23	##s	B-PESSOA
17903	23	##se	B-PESSOA
17904	23	##f	B-PESSOA
17905	23	escreveu	O
17906	23	:	O
17907	23	[SEP]	O
17908	23	[CLS]	O
17909	23	O	O
17910	23	anjo	B-PESSOA
17911	23	chegou	O
17912	23	”	O
17913	23	.	O
17914	23	[SEP]	O
17915	23	[CLS]	O
17916	23	Também	O
17917	23	usou	O
17918	23	o	O
17919	23	termo	O
17920	23	em	O
17921	23	publicações	O
17922	23	de	O
17923	23	apoio	O
17924	23	à	O
17925	23	reeleição	O
17926	23	de	O
17927	23	Jair	B-PESSOA
17928	23	Bols	I-PESSOA
17929	23	##ona	I-PESSOA
17930	23	##ro	I-PESSOA
17931	23	—	O
17932	23	mais	O
17933	23	tarde	O
17934	23	derrotado	O
17935	23	por	O
17936	23	Lula	B-PESSOA
17937	23	.	O
17938	23	[SEP]	O
17939	23	[CLS]	O
17940	23	Com	O
17941	23	R	O
17942	23	$	O
17943	23	14	O
17944	23	milhões	O
17945	23	em	O
17946	23	patrimônio	O
17947	23	declarado	O
17948	23	à	O
17949	23	época	O
17950	23	,	O
17951	23	Wa	B-PESSOA
17952	23	##s	B-PESSOA
17953	23	##se	B-PESSOA
17954	23	##f	B-PESSOA
17955	23	teve	O
17956	23	apenas	O
17957	23	3	O
17958	23	.	O
17959	23	62	O
17960	23	##8	O
17961	23	e	O
17962	23	também	O
17963	23	não	O
17964	23	se	O
17965	23	elegeu	O
17966	23	.	O
17967	23	Contra	O
17968	23	##dições	O
17969	23	[SEP]	O
17970	23	[CLS]	O
17971	23	Tanto	O
17972	23	no	O
17973	23	caso	O
17974	23	da	O
17975	23	venda	O
17976	23	do	O
17977	23	relógio	O
17978	23	de	O
17979	23	centenas	O
17980	23	de	O
17981	23	milhares	O
17982	23	de	O
17983	23	reais	O
17984	23	,	O
17985	23	quanto	O
17986	23	no	O
17987	23	episódio	O
17988	23	em	O
17989	23	que	O
17990	23	o	O
17991	23	homem	O
17992	23	conhecido	O
17993	23	como	O
17994	23	""""	O
17995	23	pi	O
17996	23	##v	O
17997	23	##ô	O
17998	23	das	O
17999	23	ra	O
18000	23	##cha	O
18001	23	##din	O
18002	23	##has	O
18003	23	""""	O
18004	23	foi	O
18005	23	encontrado	O
18006	23	em	O
18007	23	um	O
18008	23	imóvel	O
18009	23	de	O
18010	23	sua	O
18011	23	propriedade	O
18012	23	,	O
18013	23	Wa	B-PESSOA
18014	23	##s	B-PESSOA
18015	23	##se	B-PESSOA
18016	23	##f	B-PESSOA
18017	23	deu	O
18018	23	declarações	O
18019	23	descritas	O
18020	23	como	O
18021	23	contra	O
18022	23	##dit	O
18023	23	##órias	O
18024	23	.	O
18025	23	[SEP]	O
18026	23	[CLS]	O
